account_age_days,transaction_amount,hour,weekday,month,is_high_value,transaction_amount_log,channel_Atm,channel_Mobile,channel_Pos,channel_Web,kyc_verified_No,kyc_verified_Yes,is_fraud
2245,262690,13,1,8,1,12.478733715475032,False,True,False,False,0,1,0
664,6946,18,0,8,0,8.846065190692881,False,False,False,True,1,0,0
1961,4869,7,6,8,0,8.490849216076635,False,False,False,True,0,1,0
1419,210327,10,3,8,1,12.256423495956895,True,False,False,False,0,1,0
2451,11130,2,3,8,0,9.317489287493226,False,False,False,True,0,1,0
1073,10061,18,4,8,0,9.216521231051264,False,False,False,True,0,1,0
674,26346,11,6,8,0,10.179109695495468,False,False,False,True,0,1,0
959,3782,2,2,8,0,8.23827262463303,False,False,False,True,0,1,0
2817,12573,11,3,8,0,9.439386468943006,False,False,False,True,1,0,0
1025,10970,9,4,8,0,9.30301070681749,False,False,False,True,0,1,0
2090,10714,2,0,8,0,9.279399907907678,False,False,False,True,0,1,0
108,18899,5,6,8,0,9.846917201047734,False,True,False,False,1,0,0
959,6875,20,3,8,0,8.83579236650274,False,False,False,True,1,0,0
2850,5498,13,0,8,0,8.612321536507814,False,True,False,False,0,1,0
11,6751,1,6,8,0,8.817594036275793,False,True,False,False,0,1,1
2019,7071,18,2,8,0,8.863898604317479,False,True,False,False,0,1,0
2085,5869,10,1,8,0,8.677609912822142,False,False,True,False,1,0,0
2419,10160,1,5,8,0,9.22631214148588,False,False,False,True,0,1,0
712,10485,12,3,8,0,9.257796313132479,False,False,False,True,1,0,0
500,5768,3,5,8,0,8.660254034256889,False,True,False,False,1,0,0
221,2777,11,1,8,0,7.9294865233142895,False,True,False,False,0,1,0
1997,15253,3,2,8,0,9.632597042724184,False,True,False,False,0,1,0
1954,16039,18,5,8,0,9.682840881420505,True,False,False,False,0,1,0
2454,12797,6,6,8,0,9.457044187699406,False,True,False,False,0,1,0
2867,6783,21,0,8,0,8.822322177471738,False,False,False,True,1,0,1
775,20616,2,4,8,0,9.933871257170567,False,False,False,True,0,1,0
2229,11591,6,6,8,0,9.358070484000518,False,False,False,True,0,1,0
2739,9743,8,1,8,0,9.184406989949679,False,True,False,False,0,1,0
1884,161882,0,2,8,1,11.99462913106419,False,True,False,False,0,1,0
1329,6509,5,2,8,0,8.781094735202615,False,False,False,True,1,0,0
1102,165045,10,6,8,1,12.013979501907386,False,True,False,False,0,1,0
934,3429,23,0,8,0,8.140315540159985,True,False,False,False,0,1,0
2239,46498,7,1,8,0,10.74718608596786,False,True,False,False,0,1,0
278,11502,14,1,8,0,9.35036314989601,False,True,False,False,1,0,0
1866,25630,0,0,8,0,10.151557835374197,False,True,False,False,0,1,0
1407,9688,8,3,8,0,9.178746500385005,False,False,False,True,0,1,0
2728,291569,7,3,8,1,12.583035393165625,True,False,False,False,0,1,0
1785,2998,7,3,8,0,8.00603417874901,False,False,True,False,0,1,0
2991,12601,0,3,8,0,9.441610810502,False,True,False,False,0,1,0
184,165198,11,5,8,1,12.014906086781929,False,True,False,False,0,1,0
1423,2108,15,6,8,0,7.653969180478774,False,True,False,False,0,1,0
2307,48408,3,1,8,0,10.787441025831312,False,False,False,True,0,1,0
2397,11541,2,4,8,0,9.353747835270912,False,True,False,False,0,1,0
1529,5296,11,4,8,0,8.574895901544526,False,True,False,False,1,0,0
2890,281641,15,0,8,1,12.54839203987188,False,False,True,False,0,1,0
735,9253,23,2,8,0,9.132811169466946,True,False,False,False,0,1,0
545,246227,4,0,8,1,12.414013214941749,False,True,False,False,0,1,1
2736,170009,11,5,8,1,12.043612537831775,False,False,False,True,0,1,1
1719,2101,21,2,8,0,7.650644551436897,False,False,False,True,0,1,0
486,7056,17,0,8,0,8.86177531100083,False,False,False,True,0,1,0
252,4826,5,4,8,0,8.481980435660493,False,False,False,True,1,0,0
2625,11254,21,4,8,0,9.328567753340833,False,False,False,True,0,1,0
2177,17789,3,0,8,0,9.786391780659882,True,False,False,False,0,1,0
228,17609,21,3,8,0,9.776222201490253,True,False,False,False,0,1,0
1477,15185,6,5,8,0,9.62812922977318,False,True,False,False,0,1,0
1327,8595,5,4,8,0,9.059052257762401,False,True,False,False,0,1,0
1364,8909,13,4,8,0,9.094929520464856,False,False,False,True,0,1,0
1979,23943,7,4,8,0,10.083473049532534,True,False,False,False,0,1,0
14,14864,8,4,8,0,9.606764735432199,False,False,False,True,0,1,0
209,19869,15,1,8,0,9.896966335545862,False,False,False,True,0,1,0
252,21102,7,2,8,0,9.957170489452313,False,False,True,False,0,1,0
1532,17316,6,1,8,0,9.75944395695215,False,False,False,True,0,1,0
2622,4688,20,2,8,0,8.452974619089586,True,False,False,False,1,0,0
542,10716,20,5,8,0,9.279586544712997,False,True,False,False,1,0,0
888,12655,18,4,8,0,9.445886690007436,True,False,False,False,1,0,1
583,5395,15,1,8,0,8.593413217327646,False,False,False,True,0,1,0
1424,111751,21,5,8,1,11.624037409407387,False,False,True,False,0,1,0
567,6045,12,2,8,0,8.707152175339404,False,False,True,False,0,1,0
1708,8526,9,6,8,0,9.050992878742049,False,True,False,False,0,1,0
795,8083,4,5,8,0,8.997642078523512,False,True,False,False,0,1,0
2978,3933,18,6,8,0,8.277411998949004,True,False,False,False,0,1,0
2677,4611,22,0,8,0,8.436416881388949,False,True,False,False,0,1,0
603,9078,4,4,8,0,9.113719333371757,False,False,False,True,0,1,0
2798,12651,3,3,8,0,9.445570584425539,False,True,False,False,0,1,0
1077,8619,3,0,8,0,9.061840363657739,False,False,False,True,0,1,0
1314,12771,10,1,8,0,9.455010553834672,False,True,False,False,0,1,0
436,44343,18,0,8,0,10.69973269109964,False,False,False,True,0,1,0
2231,17197,18,3,8,0,9.752548376970841,False,True,False,False,0,1,0
2832,6004,17,6,8,0,8.700347734514084,False,False,True,False,0,1,0
1395,11109,10,1,8,0,9.315600882633676,False,True,False,False,1,0,0
2974,4236,10,2,8,0,8.351610750626559,False,False,False,True,0,1,0
639,13219,3,2,8,0,9.489486113405677,False,False,False,True,0,1,0
651,9138,16,3,8,0,9.120306249272202,False,False,False,True,1,0,1
875,299206,12,3,8,1,12.608890920530708,False,True,False,False,1,0,0
2226,72935,19,3,8,1,11.197337623264739,False,False,False,True,0,1,1
2875,5349,23,2,8,0,8.584851839890053,True,False,False,False,0,1,0
1368,21315,3,4,8,0,9.967213243416673,False,True,False,False,0,1,0
2687,6495,0,0,8,0,8.778941881841513,True,False,False,False,0,1,0
1950,2100,11,6,8,0,7.650168700845001,False,False,False,True,0,1,0
2929,9712,6,0,8,0,9.18122047340233,False,True,False,False,1,0,0
2431,31546,20,5,8,0,10.359233776285055,False,False,True,False,0,1,0
1421,8736,10,1,8,0,9.075322160298095,False,False,False,True,0,1,0
1409,178662,16,0,8,1,12.093256628786182,False,False,False,True,0,1,1
2643,26626,7,0,8,0,10.18968101756145,False,True,False,False,1,0,0
2977,54802,13,2,8,1,10.911500215963228,False,True,False,False,0,1,0
1953,9127,7,2,8,0,9.119101891541911,False,False,False,True,0,1,0
547,14267,23,0,8,0,9.565774546478782,False,True,False,False,0,1,0
1018,8148,21,2,8,0,9.00565049932022,False,False,False,True,0,1,0
1005,8909,16,1,8,0,9.094929520464856,False,True,False,False,0,1,0
1253,19886,12,1,8,0,9.897821530909502,True,False,False,False,0,1,0
902,12215,18,6,8,0,9.410501846898468,True,False,False,False,0,1,0
248,7829,9,6,8,0,8.965717788984849,False,True,False,False,1,0,0
958,219420,6,0,8,1,12.29874753783079,False,False,False,True,0,1,0
642,4898,1,4,8,0,8.496786381638575,False,True,False,False,0,1,0
1054,251256,12,6,8,1,12.434231598663837,False,False,True,False,0,1,0
284,8698,3,3,8,0,9.07096335550754,False,False,False,True,0,1,0
1435,4605,19,1,8,0,8.43511508038063,False,False,False,True,0,1,0
1464,6091,3,5,8,0,8.714731714015052,False,True,False,False,0,1,0
1550,19922,0,6,8,0,9.899630122208823,False,True,False,False,0,1,0
2225,162995,11,1,8,1,12.001480939610492,False,False,False,True,0,1,1
2916,6507,17,2,8,0,8.780787468338929,False,False,False,True,0,1,0
678,290810,9,3,8,1,12.580428850611098,False,True,False,False,1,0,0
2577,3057,15,1,8,0,8.025516386489008,False,True,False,False,0,1,0
2940,65196,23,4,8,1,11.085168734586208,False,False,False,True,0,1,0
1556,5512,15,0,8,0,8.614864218589684,False,False,True,False,0,1,0
1127,9738,22,3,8,0,9.1838937219612,False,False,False,True,0,1,0
2322,41733,18,1,8,0,10.63907142329333,False,True,False,False,0,1,0
522,7493,6,0,8,0,8.921857979353632,False,True,False,False,0,1,0
196,3483,13,5,8,0,8.155936337972394,False,True,False,False,0,1,0
1073,113408,18,6,8,1,11.638756032205913,False,True,False,False,0,1,1
2415,15375,1,6,8,0,9.640563131210074,False,True,False,False,0,1,0
1433,9637,5,6,8,0,9.173468897200278,False,True,False,False,1,0,0
2813,2790,15,3,8,0,7.934155233536322,False,True,False,False,0,1,0
44,10434,6,2,8,0,9.252920819511301,False,False,True,False,0,1,0
313,94811,11,0,8,1,11.459651262510734,False,False,True,False,0,1,0
421,297344,11,3,8,1,12.60264835979242,False,False,False,True,0,1,0
124,207106,10,0,8,1,12.240990846909037,False,True,False,False,0,1,0
28,4748,8,5,8,0,8.465689348549121,False,True,False,False,0,1,0
1899,4885,4,6,8,0,8.494129251817686,True,False,False,False,0,1,0
927,90063,11,2,8,1,11.408275807703808,False,True,False,False,0,1,0
1459,8217,19,0,8,0,9.014082149443356,False,False,False,True,0,1,0
125,231147,10,6,8,1,12.350813476988716,False,True,False,False,0,1,0
643,7669,6,0,8,0,8.945071894361302,True,False,False,False,0,1,0
263,21571,11,6,8,0,9.979151456457117,False,False,True,False,0,1,0
723,9795,23,1,8,0,9.189729418072059,False,True,False,False,0,1,0
1932,8972,17,6,8,0,9.101975347298058,False,True,False,False,1,0,0
1669,12439,2,6,8,0,9.42867236629317,True,False,False,False,0,1,0
1544,4943,3,3,8,0,8.505929999137527,False,False,True,False,0,1,1
962,6067,12,3,8,0,8.710784340468424,False,False,True,False,0,1,0
1582,2541,3,6,8,0,7.8407064517494,False,True,False,False,0,1,0
2457,17788,1,5,8,0,9.78633556772527,True,False,False,False,0,1,0
328,3925,7,4,8,0,8.275376374836407,False,True,False,False,0,1,0
1794,1656,20,5,8,0,7.4127640174265625,False,False,True,False,0,1,0
1443,15258,7,5,8,0,9.632924771891735,False,True,False,False,0,1,0
1719,2755,1,4,8,0,7.9215356321335495,False,False,False,True,0,1,0
1439,17875,1,1,8,0,9.791214310053341,False,True,False,False,0,1,0
2133,14194,13,3,8,0,9.560645068907071,False,False,True,False,0,1,0
1056,10333,14,0,8,0,9.24319470884713,False,True,False,False,0,1,0
1858,8896,4,2,8,0,9.093469420244768,False,False,True,False,0,1,0
961,66450,16,0,8,1,11.104220112937112,False,False,False,True,0,1,0
1418,58204,15,1,8,1,10.971726540682342,False,True,False,False,0,1,0
1233,173915,12,6,8,1,12.066327703010517,False,False,False,True,0,1,0
1333,4633,9,1,8,0,8.441175704992322,False,False,False,True,0,1,0
2323,7736,13,6,8,0,8.953769294549454,False,False,True,False,1,0,0
2339,7548,15,1,8,0,8.929170383139624,False,False,False,True,0,1,0
1908,236393,6,3,8,1,12.373255183481325,False,False,False,True,0,1,1
1165,7297,6,3,8,0,8.895355616996392,False,True,False,False,1,0,0
1164,7118,16,1,8,0,8.870522545103873,False,True,False,False,0,1,0
2477,177836,10,5,8,1,12.088622679399977,False,True,False,False,1,0,1
2597,246817,15,4,8,1,12.41640650190328,False,False,True,False,1,0,0
1626,8017,16,3,8,0,8.989444293202451,True,False,False,False,0,1,0
959,6661,21,5,8,0,8.804175018753625,True,False,False,False,0,1,0
2887,10863,3,3,8,0,9.293209849798478,False,True,False,False,0,1,0
2911,16697,22,0,8,0,9.723044230753946,True,False,False,False,0,1,0
539,290870,21,0,8,1,12.580635148898521,False,True,False,False,0,1,0
2565,135211,8,0,8,1,11.814599196048746,False,False,False,True,0,1,0
2862,2913,0,0,8,0,7.97728198675515,False,False,False,True,0,1,0
2331,3533,23,0,8,0,8.170185652879642,False,True,False,False,0,1,0
2084,61232,17,1,8,1,11.022441538862152,False,True,False,False,0,1,0
2135,3684,7,5,8,0,8.212025804623437,False,False,False,True,0,1,0
2219,10902,13,1,8,0,9.296793259706382,False,False,True,False,1,0,0
2947,3925,20,1,8,0,8.275376374836407,False,False,False,True,0,1,0
947,7826,12,0,8,0,8.965334573804839,False,True,False,False,0,1,0
1880,4168,5,4,8,0,8.335431477880796,False,True,False,False,0,1,0
1248,12797,1,3,8,0,9.457044187699406,False,False,False,True,0,1,0
361,8879,13,3,8,0,9.091556835986216,False,False,True,False,1,0,1
1852,11698,8,2,8,0,9.367258647047601,False,False,True,False,0,1,0
1194,274265,4,4,8,1,12.52185371736552,False,False,False,True,0,1,1
2823,7759,2,1,8,0,8.956737613177264,False,False,True,False,0,1,0
1097,9884,14,4,8,0,9.198773735604718,False,False,False,True,0,1,0
2817,111761,13,5,8,1,11.624126889261058,False,False,True,False,0,1,0
585,9621,9,6,8,0,9.171807422259398,False,True,False,False,0,1,0
1995,187069,1,3,8,1,12.13923815734295,False,False,False,True,0,1,0
869,5663,18,3,8,0,8.641885635373555,False,True,False,False,0,1,0
1670,6852,4,4,8,0,8.832441791585824,True,False,False,False,0,1,0
1975,14111,11,6,8,0,9.554780778246572,False,True,False,False,1,0,1
2013,158117,23,4,8,1,11.971096868709328,False,False,False,True,0,1,0
1237,24857,5,4,8,0,10.120934911305456,False,True,False,False,0,1,0
88,4012,4,3,8,0,8.297294370266917,False,False,False,True,0,1,0
399,14859,23,6,8,0,9.60642831827175,False,True,False,False,0,1,0
2291,4563,12,5,8,0,8.425954710981966,True,False,False,False,0,1,0
2920,19088,2,4,8,0,9.856867531900901,False,False,True,False,0,1,1
1046,4834,7,3,8,0,8.483636407887394,False,True,False,False,0,1,1
1168,7509,15,2,8,0,8.92399074475818,False,False,False,True,0,1,0
627,4198,15,6,8,0,8.342601680684194,False,False,False,True,0,1,0
1731,8021,10,6,8,0,8.989943046329998,True,False,False,False,0,1,0
1384,10057,6,6,8,0,9.21612361673191,False,False,True,False,0,1,0
331,16289,19,2,8,0,9.69830670159609,False,False,False,True,0,1,1
1542,10601,16,6,8,0,9.268797941547751,True,False,False,False,0,1,0
2142,91245,19,0,8,1,11.42131443486749,False,True,False,False,0,1,0
2139,4783,1,0,8,0,8.473032295630468,False,True,False,False,0,1,0
2207,60919,22,0,8,1,11.017316807009099,False,False,False,True,0,1,0
1927,22465,3,6,8,0,10.019758334201514,False,False,False,True,1,0,0
1328,10380,13,1,8,0,9.247732491193245,False,False,True,False,0,1,0
1267,139981,14,6,8,1,11.849269121896855,False,False,False,True,0,1,0
1056,6857,11,4,8,0,8.833171133022866,False,False,False,True,0,1,0
44,65451,9,3,8,1,11.089072328548786,False,True,False,False,0,1,0
280,22118,0,6,8,0,10.00419224665776,False,False,False,True,0,1,0
2292,13793,19,4,8,0,9.531988993991236,False,True,False,False,0,1,0
328,212093,17,4,8,1,12.264784851609505,False,False,True,False,0,1,0
671,291314,20,5,8,1,12.582160434927662,False,True,False,False,0,1,0
78,6900,18,6,8,0,8.839421607620602,False,True,False,False,0,1,0
2929,9352,19,4,8,0,9.143452426434552,False,True,False,False,0,1,0
874,15687,15,3,8,0,9.660651367876183,False,False,False,True,0,1,0
2597,4144,1,0,8,0,8.329658067569396,False,True,False,False,0,1,0
1959,270075,18,6,8,1,12.506458679853514,False,False,True,False,0,1,0
1959,11714,20,5,8,0,9.368625350941896,False,True,False,False,0,1,0
2410,291854,12,1,8,1,12.584012382573587,False,True,False,False,0,1,0
2078,6606,16,4,8,0,8.795884972029885,False,True,False,False,0,1,0
2056,4787,15,2,8,0,8.473868066677865,False,False,True,False,0,1,0
829,5904,17,4,8,0,8.683554728631462,False,False,True,False,0,1,0
2634,7385,16,4,8,0,8.90734159541251,True,False,False,False,0,1,0
12,4733,4,1,8,0,8.46252579007393,False,True,False,False,0,1,1
2600,15267,1,2,8,0,9.63351441386512,False,True,False,False,0,1,0
1246,2937,7,4,8,0,7.9854843567338225,False,False,False,True,0,1,0
683,10001,6,6,8,0,9.21054035197885,False,False,False,True,0,1,1
2683,17521,20,0,8,0,9.77121251322631,False,False,True,False,0,1,0
1069,207749,17,6,8,1,12.244090712717695,False,True,False,False,0,1,0
746,8185,11,2,8,0,9.010180657052349,False,True,False,False,0,1,0
2503,219388,19,6,8,1,12.298601688829825,False,True,False,False,0,1,1
1642,2955,1,6,8,0,7.991592282068092,False,True,False,False,1,0,0
2983,9367,20,1,8,0,9.145054905277552,False,False,True,False,0,1,0
362,24603,19,5,8,0,10.110664310328259,False,False,False,True,0,1,0
1247,3459,19,0,8,0,8.14902386805177,False,True,False,False,0,1,0
2062,7791,20,2,8,0,8.960852845322371,False,False,False,True,0,1,0
1263,24483,18,2,8,0,10.10577512197096,False,False,True,False,0,1,0
589,1533,18,0,8,0,7.335633981927201,False,False,True,False,0,1,0
2474,164714,20,0,8,1,12.011971986699923,False,True,False,False,0,1,0
1768,15188,1,3,8,0,9.62832676063802,False,False,False,True,0,1,0
1545,3945,9,1,8,0,8.28045768658256,False,False,False,True,0,1,0
829,170282,17,4,8,1,12.045217037827767,False,True,False,False,0,1,0
2050,13098,2,0,8,0,9.48029117039765,True,False,False,False,1,0,0
307,5735,9,2,8,0,8.654517382279456,False,False,True,False,0,1,0
407,11793,19,3,8,0,9.37534620656045,False,True,False,False,0,1,0
2216,3215,16,3,8,0,8.075893630298857,False,False,False,True,1,0,1
869,14583,4,4,8,0,9.5876803163585,False,False,False,True,0,1,0
2672,8993,12,5,8,0,9.104312967330653,False,True,False,False,0,1,0
221,12559,21,0,8,0,9.438272440022189,False,True,False,False,0,1,0
142,11685,15,1,8,0,9.366146823114383,False,True,False,False,0,1,0
2794,10491,5,4,8,0,9.258368340986765,False,False,False,True,0,1,0
32,13686,12,5,8,0,9.524201756211266,False,False,False,True,0,1,0
1477,11461,4,3,8,0,9.346792495111682,False,True,False,False,0,1,0
2327,160932,3,2,8,1,11.988743408284224,False,False,False,True,1,0,0
1906,3584,17,3,8,0,8.184513753033722,False,True,False,False,0,1,0
878,7038,20,3,8,0,8.85922139360813,False,False,True,False,0,1,0
1883,5120,18,0,8,0,8.54110501146255,False,False,False,True,0,1,0
1169,10665,21,4,8,0,9.274816391160547,False,False,False,True,0,1,0
205,128197,14,4,8,1,11.76133122272299,False,False,False,True,0,1,0
2527,4390,12,1,8,0,8.387312270561717,False,False,False,True,0,1,0
2032,7890,5,4,8,0,8.973478148521036,False,True,False,False,0,1,0
2852,18651,2,1,8,0,9.833708657928211,False,False,True,False,1,0,0
63,5308,23,4,8,0,8.57715877258367,True,False,False,False,0,1,0
1120,82429,12,5,8,1,11.319704727307274,False,True,False,False,0,1,0
1901,2889,20,0,8,0,7.969011781106478,False,False,False,True,0,1,0
1887,7786,7,4,8,0,8.960210955576986,False,True,False,False,0,1,0
15,4688,9,2,8,0,8.452974619089586,False,True,False,False,0,1,0
1393,20306,10,3,8,0,9.918720933176717,False,True,False,False,0,1,0
227,7038,23,1,8,0,8.85922139360813,False,False,False,True,0,1,0
396,17649,4,5,8,0,9.778491062361443,False,False,False,True,0,1,0
1805,205110,16,2,8,1,12.23130657499676,False,False,False,True,0,1,1
1565,6467,12,6,8,0,8.774622220696997,False,False,False,True,0,1,0
2108,12537,0,4,8,0,9.436519311833914,False,False,False,True,1,0,0
592,192301,23,0,8,1,12.166822331938803,False,True,False,False,0,1,0
2973,14928,3,2,8,0,9.61106090905359,False,False,True,False,0,1,0
1579,5175,20,2,8,0,8.551787836180736,False,True,False,False,0,1,0
2457,4868,9,0,8,0,8.4906438561827,True,False,False,False,0,1,0
917,299780,21,5,8,1,12.610807487058596,False,False,False,True,0,1,0
1918,6923,23,4,8,0,8.8427489162961,False,True,False,False,0,1,0
465,61681,14,4,8,1,11.02974743313305,False,True,False,False,0,1,0
541,12496,1,5,8,0,9.433243894485784,False,False,True,False,0,1,0
128,19888,23,4,8,0,9.897922094063247,False,True,False,False,0,1,0
319,2286,0,3,8,0,7.734996194022781,False,True,False,False,1,0,0
2884,5454,17,3,8,0,8.604287898267172,False,True,False,False,0,1,0
565,12415,8,5,8,0,9.426741242423,False,True,False,False,0,1,0
530,8738,23,5,8,0,9.075551045627543,False,False,True,False,0,1,0
348,4690,11,4,8,0,8.453401058328458,False,True,False,False,0,1,0
455,10270,2,6,8,0,9.237079669165805,False,False,False,True,0,1,0
867,7353,12,4,8,0,8.902999661861218,False,False,False,True,0,1,0
831,5405,9,4,8,0,8.595264726836392,False,True,False,False,0,1,0
1759,14431,15,4,8,0,9.577203242302405,False,False,False,True,0,1,0
1682,19654,4,2,8,0,9.88608703785596,False,True,False,False,0,1,0
1070,10777,8,1,8,0,9.285262298493443,False,True,False,False,0,1,0
1398,12943,13,0,8,0,9.468387639298273,False,True,False,False,0,1,0
191,5744,5,3,8,0,8.656085190282855,False,True,False,False,1,0,0
2175,6119,12,2,8,0,8.719317375506371,False,False,False,True,0,1,0
986,5537,0,0,8,0,8.619388703730907,True,False,False,False,1,0,0
2271,11891,7,4,8,0,9.383621184117988,False,False,False,True,0,1,0
1274,5121,16,3,8,0,8.541300266759471,False,False,False,True,0,1,0
1910,8139,15,5,8,0,9.004545458996587,True,False,False,False,0,1,0
2365,10688,21,4,8,0,9.276970454273945,False,True,False,False,0,1,0
2986,12564,23,6,8,0,9.438670449977693,False,False,False,True,1,0,1
738,9621,4,0,8,0,9.171807422259398,True,False,False,False,1,0,0
544,11659,23,6,8,0,9.363919459904483,False,False,False,True,0,1,0
821,215565,22,2,8,1,12.281022406137701,True,False,False,False,0,1,0
890,4756,19,2,8,0,8.467372496432281,False,False,False,True,0,1,0
268,8597,2,0,8,0,9.059284897056227,True,False,False,False,0,1,0
316,5468,12,0,8,0,8.606851063346772,False,False,True,False,0,1,0
1064,121431,18,2,8,1,11.707109714306695,False,True,False,False,0,1,0
2797,9281,9,5,8,0,9.135832319801121,False,False,False,True,0,1,0
2153,291257,0,6,8,1,12.581964751295972,False,False,False,True,0,1,0
2648,6051,8,1,8,0,8.708144074908246,False,False,True,False,0,1,0
2377,14349,4,4,8,0,9.571505221187767,False,True,False,False,1,0,1
1243,5265,0,1,8,0,8.569026340056254,False,True,False,False,0,1,0
2592,7601,5,1,8,0,8.936166649549195,False,False,True,False,0,1,0
1549,3630,7,1,8,0,8.197263371414335,False,False,False,True,0,1,0
2655,6621,11,5,8,0,8.798152718107191,False,True,False,False,0,1,0
574,7440,11,3,8,0,8.914760527397261,False,True,False,False,0,1,0
1344,5274,19,2,8,0,8.570733958344267,False,True,False,False,0,1,0
2409,270322,16,5,8,1,12.507372819284566,False,False,True,False,0,1,0
858,10119,2,1,8,0,9.222268942841456,False,False,True,False,0,1,0
1112,2935,21,0,8,0,7.984803389734406,False,False,False,True,0,1,0
1460,218702,12,5,8,1,12.2954699239919,False,False,False,True,0,1,0
2118,13408,12,4,8,0,9.503681402279643,False,False,False,True,1,0,1
180,11714,9,6,8,0,9.368625350941896,False,True,False,False,0,1,0
1004,5872,14,4,8,0,8.67812085552252,True,False,False,False,1,0,0
1215,3981,13,6,8,0,8.289539484624141,False,False,False,True,0,1,0
2637,4072,14,6,8,0,8.312135107648412,False,False,False,True,1,0,0
300,14767,4,1,8,0,9.600217956742634,True,False,False,False,0,1,0
1654,145828,17,3,8,1,11.890189981384504,False,False,False,True,0,1,0
602,4216,6,6,8,0,8.34687925374656,False,True,False,False,0,1,0
2377,9926,14,1,8,0,9.203013596589722,False,True,False,False,0,1,0
1648,11859,22,1,8,0,9.380926672551716,False,False,True,False,0,1,0
859,217267,1,3,8,1,12.288886893550453,False,False,True,False,0,1,1
2753,5278,14,6,8,0,8.571491964823617,False,True,False,False,0,1,0
2981,9813,8,6,8,0,9.191565216649849,False,True,False,False,0,1,0
2479,9562,6,0,8,0,9.165656764349542,False,False,False,True,0,1,0
2634,268258,14,1,8,1,12.499708210722302,False,False,False,True,1,0,1
2130,6350,11,0,8,0,8.756367559802975,False,True,False,False,0,1,0
1611,6744,6,2,8,0,8.816556768641856,False,True,False,False,0,1,0
2235,12876,18,4,8,0,9.463198053273784,False,False,True,False,0,1,0
519,9314,23,6,8,0,9.13938128303569,False,True,False,False,0,1,1
1216,21053,14,4,8,0,9.95484584481127,False,True,False,False,0,1,1
2578,4199,21,6,8,0,8.34283980427146,False,False,False,True,0,1,0
57,5824,5,5,8,0,8.669914278433902,False,True,False,False,0,1,1
2762,28422,6,6,8,0,10.254953955545249,False,False,False,True,0,1,0
180,12759,16,4,8,0,9.454070556898781,False,True,False,False,0,1,0
390,23633,16,4,8,0,10.07044163219896,False,False,False,True,1,0,0
19,7589,19,1,8,0,8.934586870389676,False,False,True,False,0,1,0
567,2309,0,6,8,0,7.745002803515839,False,True,False,False,0,1,1
2404,18788,20,4,8,0,9.841026871193522,False,False,False,True,0,1,0
58,146623,20,3,8,1,11.895626765813168,False,False,False,True,0,1,0
963,13742,14,6,8,0,9.528284882554852,False,False,True,False,0,1,0
2746,208729,20,0,8,1,12.248796829739952,False,True,False,False,0,1,0
215,4355,22,5,8,0,8.37930948405285,False,True,False,False,0,1,0
1201,2847,16,3,8,0,7.954372272531867,False,True,False,False,1,0,1
1149,10642,15,5,8,0,9.272657678041044,False,False,True,False,0,1,0
1483,124796,14,0,8,1,11.734443696166997,True,False,False,False,0,1,1
155,6296,19,4,8,0,8.747828608488742,False,True,False,False,0,1,0
419,8502,20,4,8,0,9.048174321385792,False,False,False,True,0,1,0
767,92763,6,0,8,1,11.4378139124751,True,False,False,False,0,1,0
2524,187853,16,1,8,1,12.143420344360717,False,True,False,False,0,1,0
653,6089,4,3,8,0,8.714403360703942,False,True,False,False,0,1,0
1179,3762,19,3,8,0,8.232971790593437,False,False,False,True,1,0,0
2016,130576,19,6,8,1,11.779718370054898,False,False,True,False,1,0,1
1243,5316,22,5,8,0,8.57866451350434,True,False,False,False,1,0,0
400,8126,19,6,8,0,9.002947130753205,False,False,False,True,0,1,0
628,2660,18,1,8,0,7.886457270977689,False,False,True,False,0,1,0
1154,4117,20,4,8,0,8.323122887587735,False,False,False,True,0,1,0
1218,4792,1,5,8,0,8.474911799159631,False,False,False,True,0,1,0
563,30229,11,6,8,0,10.316590087773504,False,False,False,True,0,1,0
1131,13167,0,6,8,0,9.485544922916851,False,True,False,False,0,1,0
953,7570,16,6,8,0,8.932080438103307,False,False,False,True,0,1,0
1646,34184,21,6,8,0,10.439542230347895,False,True,False,False,0,1,0
1996,20780,15,6,8,0,9.941794386690715,False,True,False,False,0,1,0
547,8725,9,3,8,0,9.074062353683555,False,True,False,False,0,1,0
778,7895,6,5,8,0,8.974111581113318,False,False,False,True,1,0,0
498,13494,4,6,8,0,9.510074525452104,False,False,False,True,1,0,0
1228,5453,10,3,8,0,8.604104563405533,False,True,False,False,1,0,0
2969,7407,16,1,8,0,8.910315776326016,False,True,False,False,0,1,0
444,227151,15,5,8,1,12.333374675903356,False,True,False,False,0,1,0
2452,15194,8,4,8,0,9.628721705350893,False,True,False,False,0,1,1
1768,2767,15,4,8,0,7.92588031673756,False,True,False,False,0,1,0
895,6306,13,2,8,0,8.749415406663651,True,False,False,False,0,1,0
2200,3521,6,4,8,0,8.166784289056151,False,False,False,True,0,1,0
1815,8635,17,2,8,0,9.063694791634697,False,False,False,True,0,1,0
2642,7166,6,2,8,0,8.877242435993919,False,True,False,False,0,1,0
308,126264,7,6,8,1,11.746138151961222,False,True,False,False,0,1,0
1508,7445,4,4,8,0,8.915432254432663,False,False,True,False,0,1,0
2035,220284,2,4,8,1,12.302677441502688,False,False,False,True,0,1,0
2735,5596,0,4,8,0,8.62998601889136,False,False,False,True,0,1,0
